Rapaport Trade Lot #,Stock #,Availability,Shape,Weight,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,Eye Clean,Lab,Report #,RapLab Report ID,Treatment,Rapaport Trade Price,Rapaport Trade Discount %,Cash Price,Cash Price Discount %,BuyNow $/ct,BuyNow rap%,Depth %,Table %,Girdle Thin,Girdle Thick,Girdle %,Girdle Condition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Laser Inscription,Cert comment,Key to symbols,Member Comment,Star Length,Shade,White Inclusion,Black Inclusion,Open Inclusion,Milky,Fancy Color,Fancy Color Intensity,Fancy Color Overtone,Country,State,City,Brand,Seller Spec,Sarine Loupe,Report File Name,Report 2 File name,Website Link,Image 1,Image 2,Image 3,Image 4,Image 5,VideoURL 1,VideoURL 2,VideoURL 3,VideoURL 4,VideoURL 5,Document 1,Document 2,Document 3,Document 1 Type,Document 2 Type,Document 3 Type,Trade Show,Report Issue Date,Report Type,Lab Location,Pair Stock #,Is Matched Pair Separable,Allow RapLink Feed,Parcel Stones,Tracr ID,Display Cert Number
164794390,HJRNG258,G,Round,0.25,,SI2,,VG,G,N,,4.12-4.14x2.48,Yes,GIA,6214698647,,,2750,,2500,,,,60,58,M,STK,,Faceted,N,,,,,,,Additional clouds are not shown. Pinpoints are not shown.,"Cloud,  Feather,  Crystal,  Needle,  Natural",100% No BGM No Black Orange Tone Eye Clean. Nice Make Stone in HK. For more details Call/Whats App +852-69731885 or Wechat - DiamondNation,,None,WC0,None,None,None,Yellow - Orange,Fancy Deep,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,6/8/2021 0:00,Colored Diamond Grading Report,,,TRUE,1,,,1
94923198,HJRNG137,G,Round,0.39,,SI2,,VG,G,N,,4.72-4.81x2.88,,GIA,1112815883,,,15000,,14000,,,,60.4,56,TN,STK,,,N,Pointed,,,,,,Additional clouds are not shown.,"Feather,  Cloud,  Indented Natural,  Natural"," Ring, 100% Eye Clean, No BGM, For more details Call/Whats App +852-69731885 Vipul. ",,None,,None,None,None,Yellow,Fancy Vivid,Orangey,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,03/19/2010 00:00:00,Colored Diamond Grading Report,,,TRUE,1,,,1
94923231,HJDDBR2194,G,Round,0.5,,I1,,VG,VG,N,,5.09-5.11x3.10,,GIA,1112815867,,,22000,,21000,,,,60.8,60,TN,STK,,,N,Pointed,,,,,,Additional clouds are not shown.,"Feather,  Cloud,  Indented Natural,  Chip"," Ring, 100% Eye Clean, No BGM, For more details Call/Whats App +852-69731885 Vipul. ",,None,,None,,None,Orange,Fancy Deep,Yellowish,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,03/19/2010 00:00:00,Colored Diamond Grading Report,,,TRUE,1,,,1
164794983,HJDDBR4635,G,Round,0.5,,SI2,,EX,EX,N,,5.14-5.18x3.12,Yes,GIA,6392598541,,,5500,,5000,,,,60.5,59,TN,M,,Faceted,N,,,,,,GIA 6392598541,Additional clouds are not shown. Pinpoints are not shown.,"Cloud,  Crystal,  Needle",Stone in Jewellery in HK. Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,WC1,None,None,None,Orange,Fancy Deep,Brownish Yellowish,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,08/25/2021 00:00:00,Colored Diamond Grading Report,,,TRUE,1,,,1
164795156,HJDDBR4636,M,Round,0.5,,SI2,,VG,EX,N,,5.07-5.10x3.11,Yes,GIA,6392089859,,,5500,,5000,,,,61.2,57,STK,TK,,Faceted,N,,,,,,GIA 6392089859,Additional clouds are not shown. Pinpoints are not shown.,"Cloud,  Crystal,  Feather,  Needle,  Indented Natural,  Natural",100% No BGM Orange Tone Eye Clean. Nice Make Stone in Jewellery in HK. For more details Call/Whats App +852-69731885 or Wechat - DiamondNation,,None,WT1,None,None,None,Orange - Yellow,Fancy Deep,,Hong Kong,,Tsim Sha Tsui,,,,,,,0.50Cts + 0.50Cts Fancy Deep Orange-Yellow SI2 GIA Pair.jpg,,,,,,,,,,,,,,,,,07/15/2021 00:00:00,Colored Diamond Grading Report,,,TRUE,1,,,1
164795157,HJDDBR4637,G,Round,0.5,,SI2,,EX,VG,N,,5.03-5.08x3.15,Yes,GIA,1397090530,,,5500,,5000,,,,62.3,59,M,STK,,Faceted,N,,,,,,GIA 1397090530,Clarity grade is based on clouds that are not shown.,"Feather,  Crystal,  Cavity,  Needle",Nice Make Stone in Jewellery in Hong Kong. Call/WhatsApp for more details +852-69731885 Vipul,,None,WT0,None,None,None,Orange - Yellow,Fancy Deep,,Hong Kong,,Tsim Sha Tsui,,,,,,,0.50Cts FDOY SI2 GIA BR.jpg,,,,,,,,,,,,,,,,,7/12/2021 0:00,Colored Diamond Grading Report,,,TRUE,1,,,1
164795161,HJDDBR4639,G,Round,0.7,,SI1,,EX,EX,N,,5.70-5.73x3.46,Yes,GIA,7398089869,,,4000,,3800,,,,60.5,62,M,STK,,Faceted,N,,,,,,GIA 7398089869,Additional clouds are not shown. Pinpoints are not shown.,"Cloud,  Feather,  Crystal,  Cavity,  Needle",Nice Make Stone in Hong Kong. Call/WhatsApp for more details +852-69731885 Vipul,,None,WT1,None,None,None,Orange,Fancy Deep,Brownish Yellowish,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,7/9/2021 0:00,Colored Diamond Grading Report,,,TRUE,1,,,1
62534447,HJRNG144,G,Round,1.28,,SI2,,EX,VG,M,Y,7.00-7.03x4.23,,GIA,5161773897,,,18000,,16000,,,,60.3,58,TN,STK,,Faceted,N,Pointed,,,,,GIA 5161773897,Clouds are not shown. Pinpoints are not shown.,"Crystal,  Feather,  Needle,  Cavity,  Indented Natural"," Stone set in Ring, 100% Eye Clean, No BGM, For more details Call/Whats App +852-69731885 Vipul. ",,Yellow,,None,None,None,Yellow,Fancy Deep,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,12/8/2014 0:00,Colored Diamond Grading Report,USA,,TRUE,1,,,1
119815287,HJDDBR3028,G,Round,1.51,,VS2,,EX,EX,S,Y,7.31-7.35x4.57,,GIA,6203983567,,,21000,,20000,,,,62.4,57,M,STK,,Faceted,N,Pointed,,,,,GIA 6203983567,"The color of this stone changes temporarily when gently heated, or when left in darkness for a period of time and is known in the trade as ""CHAMELEON"". Clouds are not shown. Pinpoints are not shown.","Crystal,  Feather,  Needle,  Indented Natural",100% No BGM No Black. 100% Eye Clean. Color Change Diamond. For more details Call/Whats App +852-69731885 or Wechat - DiamondRepublic,,None,,,,None,Yellow - Chameleon,Fancy Light,Grayish Greenish,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,https://ugcdn.azureedge.net/dim/hd4/Vision360.html?d=121040-76,,,,,,,,,,,,05/20/2020 00:00:00,Colored Diamond Grading Report,USA,,TRUE,1,,,1
83354832,HJDDBR1717,G,Round,1.75,,I1,,VG,VG,N,,7.83-7.90x4.62,,GIA,2155488971,,,18500,,18000,,,,58.7,57,TN,STK,,Faceted,N,Pointed,,,,,GIA 2155488971,"Additional clouds, internal graining and surface graining are not shown.","Crystal,  Feather,  Cavity,  Cloud,  Needle"," Ring, 100% Eye Clean, No BGM, For more details Call/Whats App +852-69731885 Vipul. ",,Yellow,,,,None,Yellow,Fancy Deep,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,11/18/2016 00:00:00,Colored Diamond Grading Report,USA,,TRUE,1,,,1
110846287,HJDDBR1909,G,Round,4.87,,SI2,,VG,G,,,10.20-10.40x7.14,,,,,,3000,,2800,,,,,,,,,Faceted,N,Pointed,,,,,No,,,"100% Eye Clean, No BGM, For more details Call/Whats App +852-69731885 Vipul.",,Brown,,,,None,Brown - Champagne,Fancy Deep,Orangey,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,1,,,1
159956164,HJDDBR4590,G,Round,0.17,D,IF,EX,EX,EX,N,,3.57-3.58x2.19,Yes,GIA,7476946671,,,1938,0.715,1875,0.659,,,61.3,58,STK,STK,4,Faceted,N,,14,34,43,41,GIA 7476946671,,"Surface Graining,  Minor Details Of Polish",,50,None,None,None,None,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,11/1/2023 0:00,Diamond Dossier,,,TRUE,1,,,1
174123702,HJDDBR4657,G,Round,0.17,D,VVS2,EX,EX,EX,F,,3.58-3.59x2.19,Yes,GIA,2507290414,,,1250,0.106,1170,0.035,,,61.1,57,M,STK,4,Faceted,N,,14,33,43,41,GIA 2507290414,,"Pinpoint,  Needle,  Surface Graining", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,50,None,None,None,None,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,08/28/2024 00:00:00,Diamond Dossier,,VNDDBR4656,TRUE,1,,,1
174123703,HJDDBR4656,G,Round,0.17,D,VVS2,EX,EX,EX,F,,3.54-3.56x2.18,Yes,GIA,2507288568,,,1250,0.106,1170,0.035,,,61.3,59,STK,STK,4.5,Faceted,N,,14,34,43,40.8,GIA 2507288568,,"Pinpoint,  Internal Graining,  Surface Graining", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,45,None,None,None,None,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,08/28/2024 00:00:00,Diamond Dossier,,VNDDBR4657,TRUE,1,,,1
124568140,HJDDBR3942,G,Round,0.18,D,VVS2,EX,EX,EX,N,,3.62-3.64x2.23,,GIA,6362500280,,,1782,0.449,1736,0.411,,,61.4,57,M,STK,4,Faceted,N,Pointed,13.5,32.5,44,41.4,GIA 6362500280,,"Etch Channel,  Surface Graining", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,45,None,,,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,11/2/2020 0:00,Diamond Dossier,,,TRUE,1,,,1
128695862,HJDDBR4109,G,Round,0.19,D,FL,EX,EX,EX,N,,3.72-3.75x2.27,,GIA,1353905080,,,2869,1.333,2718,1.21,,,60.8,58,M,M,3.5,Faceted,N,Pointed,13,32,44.5,41.8,GIA 1353905080,,, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,50,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,9/9/2020 0:00,Diamond Dossier,,,TRUE,1,,,1
130727176,HJDDBR4252,G,Round,0.19,D,IF,EX,EX,EX,N,,3.70-3.73x2.25,,GIA,6385925516,,,2114,0.719,2038,0.657,,,60.7,60,M,STK,3.5,Faceted,N,Pointed,12.5,32.5,44.5,41.8,GIA 6385925516,,"Natural,  Minor Details Of Polish", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,55,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,6/4/2021 0:00,Diamond Dossier,,,TRUE,1,,,1
153659999,HJDDBR4533,G,Round,0.19,D,VVS1,EX,EX,EX,N,,3.72-3.74x2.26,,GIA,2467820248,,,1857,0.51,1812,0.473,,,60.6,58,STK,STK,4.5,Faceted,N,,13.5,32.5,43,40.8,GIA 2467820248,,"Cloud,  Pinpoint", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,45,None,,None,,None,,,,Hong Kong,,,,,,,,,,,,,,,,,,,,,,,,,,6/8/2023 0:00,Diamond Dossier,,,TRUE,1,,,1
160500175,HJDDBR4595,G,Round,0.19,D,VVS1,EX,EX,EX,N,,3.72-3.75x2.28,Yes,GIA,5473476879,,,1898,0.543,1810,0.472,,,61,58,M,STK,3.5,Faceted,N,,15,35.5,43,40.8,GIA 5473476879,,Cloud,100% No BGM 100% Eye Clean. Nice Make. Stone in HK. For more details Call/Whats App +852-69731885 or Wechat - DiamondNation,50,None,None,None,None,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,08/29/2023 00:00:00,Diamond Dossier,,,TRUE,1,,,1
162636562,HJDDBR4621,G,Round,0.19,D,VVS1,EX,EX,EX,N,,3.74-3.77x2.29,Yes,GIA,2494719509,,,1857,0.51,1812,0.473,,,60.8,58,M,STK,3.5,Faceted,N,,13.5,33,43.5,41.2,GIA 2494719509,,"Pinpoint,  Indented Natural",,50,None,None,None,None,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,06/22/2024 00:00:00,Diamond Dossier,,,TRUE,1,,,1
162636565,HJDDBR4620,G,Round,0.19,D,VVS1,EX,EX,EX,N,,3.73-3.74x2.27,Yes,GIA,2496797419,,,1857,0.51,1812,0.473,,,60.7,60,M,STK,3.5,Faceted,N,,14,35,43,41,GIA 2496797419,,Indented Natural,,50,None,None,None,None,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,7/3/2024 0:00,Diamond Dossier,,,TRUE,1,,,1
162636569,HJDDBR4619,G,Round,0.19,D,VVS1,EX,EX,EX,N,,3.73-3.75x2.31,Yes,GIA,2494780316,,,1857,0.51,1812,0.473,,,61.7,55,TN,M,3,Faceted,N,,16.5,36,42.5,40.6,GIA 2494780316,,"Needle,  Pinpoint",,50,None,None,None,None,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,7/1/2024 0:00,Diamond Dossier,,,TRUE,1,,,1
162638191,HJDDBR4608,G,Round,0.19,D,VVS1,EX,EX,EX,N,,3.73-3.75x2.24,Yes,GIA,6492593353,,,1857,0.51,1812,0.473,,,59.9,60,M,STK,4,Faceted,N,,13,32.5,43.5,41,GIA 6492593353,,"Pinpoint,  Feather",,50,None,None,None,None,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,6/7/2024 0:00,Diamond Dossier,,,TRUE,1,,,1
162638222,HJDDBR4607,G,Round,0.19,D,VVS1,EX,EX,EX,N,,3.73-3.74x2.29,Yes,GIA,6492304432,,,1857,0.51,1812,0.473,,,61.2,61,M,STK,4,Faceted,N,,13,33,44.5,41.8,GIA 6492304432,,Pinpoint,,50,None,None,None,None,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,5/8/2024 0:00,Diamond Dossier,,,TRUE,1,,,1
162638223,HJDDBR4606,G,Round,0.19,D,VVS1,EX,EX,EX,N,,3.71-3.74x2.29,Yes,GIA,6481659198,,,1857,0.51,1812,0.473,,,61.5,58,M,STK,4.5,Faceted,N,,13,32,44,41.6,GIA 6481659198,,"Pinpoint,  Chip",,45,None,None,None,None,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,02/23/2024 00:00:00,Diamond Dossier,,,TRUE,1,,,1
162933748,HJDDBR4622,G,Round,0.19,D,VVS1,EX,EX,EX,N,,3.72-3.75x2.29,Yes,GIA,5496137746,,,1400,0.138,1442,0.172,,,61.4,60,M,STK,4.5,Faceted,N,,12.5,32,44.5,41.8,GIA 5496137746,,"Cloud,  Pinpoint",,45,None,None,None,None,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,04/19/2024 00:00:00,Diamond Dossier,,,TRUE,1,,,1
162933749,HJDDBR4623,G,Round,0.19,D,VVS1,EX,EX,EX,N,,3.71-3.73x2.27,Yes,GIA,6495253731,,,1848,0.502,1806,0.468,,,61,59,M,STK,4,Faceted,N,,13,32,44,41.6,GIA 6495253731,,"Pinpoint,  Feather",,50,None,None,None,None,None,,,,Hong Kong,,,,,,,,,,,,,,,,,,,,,,,,,,5/2/2024 0:00,Diamond Dossier,,,TRUE,1,,,1
118796796,HJDDBR2751,G,Round,0.2,D,VVS1,EX,EX,EX,N,,3.76-3.78x2.31,,GIA,1368007935,,,1888,0.535,1842,0.498,,,61.3,59,M,STK,3.5,Faceted,N,Pointed,14.5,35.5,43.5,41.2,GIA 1368007935,,"Pinpoint,  Feather", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,50,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,09/17/2020 00:00:00,Diamond Dossier,USA,,TRUE,1,,,1
119757848,HJDDBR3008,G,Round,0.2,D,VVS1,EX,EX,EX,N,,3.82-3.84x2.28,,GIA,6365180087,,,1888,0.535,1842,0.498,,,59.5,59,TN,M,3,Faceted,N,Pointed,13,32.5,43.5,41.2,GIA 6365180087,,Feather, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,45,None,,,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,10/7/2020 0:00,Diamond Dossier,,,TRUE,1,,,1
119757849,HJDDBR3005,G,Round,0.2,D,VVS1,EX,EX,EX,N,,3.82-3.84x2.30,,GIA,1363300631,,,1888,0.535,1842,0.498,,,60.1,59,TN,M,3,Faceted,N,Pointed,12.5,31.5,44.5,41.8,GIA 1363300631,,"Cloud,  Feather,  Surface Graining", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,45,None,,,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,10/14/2020 00:00:00,Diamond Dossier,,,TRUE,1,,,1
124568212,HJDDBR3823,G,Round,0.2,D,IF,EX,EX,EX,N,,3.76-3.79x2.28,,GIA,2376087915,,,2114,0.719,2038,0.657,,,60.3,59,M,STK,4,Faceted,N,Pointed,13,33,43.5,41,GIA 2376087915,,Minor Details Of Polish, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,50,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,12/31/2020 00:00:00,Diamond Dossier,,,TRUE,1,,,1
124568213,HJDDBR3829,G,Round,0.2,D,IF,EX,EX,EX,N,,3.78-3.80x2.27,,GIA,6371211241,,,2114,0.719,2038,0.657,,,60,59,M,STK,4,Faceted,N,Pointed,13.5,33,43,40.8,GIA 6371211241,,"Surface Graining,  Minor Details Of Polish", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,50,None,,,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,1/9/2021 0:00,Diamond Dossier,,,TRUE,1,,,1
124568214,HJDDBR3828,G,Round,0.2,D,IF,EX,EX,EX,N,,3.81-3.83x2.30,,GIA,7371209524,,,2114,0.719,2038,0.657,,,60,59,M,STK,3.5,Faceted,N,Pointed,12.5,31.5,44,41.4,GIA 7371209524,,Minor Details Of Polish, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,50,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,1/9/2021 0:00,Diamond Dossier,,,TRUE,1,,,1
124568220,HJDDBR3840,G,Round,0.2,D,VVS1,EX,EX,EX,N,,3.76-3.78x2.30,,GIA,7378716888,,,1888,0.535,1842,0.498,,,61,59,M,STK,4,Faceted,N,Pointed,13,32.5,44,41.4,GIA 7378716888,,Pinpoint, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,50,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,02/23/2021 00:00:00,Diamond Dossier,,,TRUE,1,,,1
124568222,HJDDBR3842,G,Round,0.2,D,VVS1,EX,EX,EX,N,,3.77-3.79x2.27,,GIA,2376520723,,,1888,0.535,1842,0.498,,,60,59,M,STK,4,Faceted,N,Pointed,13,32,43,41,GIA 2376520723,,Internal Graining, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,50,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,2/8/2021 0:00,Diamond Dossier,,,TRUE,1,,,1
124568227,HJDDBR3844,G,Round,0.2,D,VVS1,EX,EX,EX,N,,3.79-3.81x2.36,,GIA,6372354998,,,1888,0.535,1842,0.498,,,61.9,59,M,M,3.5,Faceted,N,Pointed,14,34.5,44,41.6,GIA 6372354998,,"Pinpoint,  Surface Graining", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,45,None,,,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,01/21/2021 00:00:00,Diamond Dossier,,,TRUE,1,,,1
124568228,HJDDBR3835,G,Round,0.2,D,VVS1,EX,EX,EX,N,,3.79-3.82x2.28,,GIA,5376210427,,,1888,0.535,1842,0.498,,,59.9,59,TN,STK,3.5,Faceted,N,Pointed,13,32,43.5,41,GIA 5376210427,,Pinpoint, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,45,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,1/8/2021 0:00,Diamond Dossier,,,TRUE,1,,,1
124568230,HJDDBR3845,G,Round,0.2,D,VVS1,EX,EX,EX,N,,3.80-3.82x2.30,,GIA,1377294448,,,1888,0.535,1842,0.498,,,60.4,59,M,M,3,Faceted,N,Pointed,14,34,43,41,GIA 1377294448,,Pinpoint, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,45,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,01/16/2021 00:00:00,Diamond Dossier,,,TRUE,1,,,1
124568233,HJDDBR3851,G,Round,0.2,D,VVS2,EX,EX,EX,N,,3.75-3.78x2.32,,GIA,6362938710,,,1857,0.51,1812,0.473,,,61.6,59,M,STK,4,Faceted,N,Pointed,14,34,44,41.4,GIA 6362938710,,Pinpoint, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,50,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,12/14/2020 00:00:00,Diamond Dossier,,,TRUE,1,,,1
124568234,HJDDBR3848,G,Round,0.2,D,VVS2,EX,EX,EX,N,,3.77-3.79x2.32,,GIA,2377546858,,,1857,0.51,1812,0.473,,,61.4,59,M,STK,3.5,Faceted,N,Pointed,13.5,33,44.5,41.6,GIA 2377546858,,Pinpoint, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,45,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,2/8/2021 0:00,Diamond Dossier,,,TRUE,1,,,1
124568235,HJDDBR3850,G,Round,0.2,D,VVS2,EX,EX,EX,N,,3.78-3.79x2.26,,GIA,1377226137,,,1857,0.51,1812,0.473,,,59.8,60,STK,STK,4,Faceted,N,Pointed,13,33,43,40.8,GIA 1377226137,,"Pinpoint,  Feather", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,45,None,,,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,1/9/2021 0:00,Diamond Dossier,,,TRUE,1,,,1
124568238,HJDDBR3854,G,Round,0.2,D,SI1,EX,EX,EX,N,,3.76-3.79x2.36,,GIA,6362344805,,,1728.27,0.764,1612.83,0.646,,,62.5,56,TN,M,3,Faceted,N,Pointed,15.5,35.5,44,41.4,GIA 6362344805,,Cloud, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,50,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,10/22/2020 00:00:00,Diamond Dossier,,,TRUE,1,,,1
126688643,HJDDBR3843,G,Round,0.2,D,VVS1,EX,EX,EX,N,,3.77-3.79x2.29,,GIA,6372795215,,,1888,0.535,1842,0.498,,,60.7,59,TN,STK,3,Faceted,N,Pointed,13.5,33.5,44,41.4,GIA 6372795215,,"Pinpoint,  Feather,  Surface Graining", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,45,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,3/1/2021 0:00,Diamond Dossier,,,TRUE,1,,,1
119594299,HJDDBR2929,G,Round,0.21,D,VVS1,EX,EX,EX,N,,3.84-3.87x2.30,,GIA,1365436861,,,1857,0.51,1812,0.473,,,59.7,61,M,STK,4,Faceted,N,Pointed,12.5,32.5,43,41,GIA 1365436861,,Pinpoint, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,45,None,,,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,10/27/2020 00:00:00,Diamond Dossier,,,TRUE,1,,,1
119757852,HJDDBR3004,G,Round,0.21,D,VVS1,EX,EX,EX,N,,3.80-3.83x2.33,,GIA,1353859479,,,1857,0.51,1812,0.473,,,61.1,59,M,STK,4.5,Faceted,N,Pointed,12.5,32,44,41.6,GIA 1353859479,,"Cloud,  Pinpoint,  Internal Graining,  Feather", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,45,None,,,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,9/4/2020 0:00,Diamond Dossier,,,TRUE,1,,,1
119763195,HJDDBR2806,G,Round,0.21,D,VVS1,EX,EX,EX,N,,3.88-3.90x2.33,,GIA,7368186347,,,1857,0.51,1812,0.473,,,60,59,TN,STK,3,Faceted,N,Pointed,12.5,31.5,44.5,41.8,GIA 7368186347,,Pinpoint, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,50,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,10/5/2020 0:00,Diamond Dossier,,,TRUE,1,,,1
124568244,HJDDBR3798,G,Round,0.21,D,IF,EX,EX,EX,N,,3.82-3.84x2.38,,GIA,6372107934,,,2084,0.694,2038,0.657,,,62,58,TN,M,3.5,Faceted,N,Pointed,14,34,44.5,41.8,GIA 6372107934,,"Natural,  Minor Details Of Polish", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,50,None,,,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,1/4/2021 0:00,Diamond Dossier,,,TRUE,1,,,1
